"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount"
"01/07","Allemagne","Torsten Frings","out","Dortmund","Germany","Bayern",NA,"9.3 M€"
"03/01","Allemagne","Stefan Reuter","out","Dortmund","Germany",NA,NA,"Sports Coordinator"
"25/03","Allemagne","Lothar Huber","out","Dortmund","Germany","Sprockhövel",NA,"assistant manager"
"26/04","Brésil","Evanílson","out","Dortmund","Germany","Atlético MG","Brazil",""
"16/05","France","G.  Warmuz","out","Dortmund","Germany","Monaco","France",""
"05/06","Allemagne","Sead Ramovic","in","Wolfsburg",NA,"M'gladbach","Germany","200 k€"
"09/06","Allemagne","Christian Ziege","in","Tottenham","England","M'gladbach","Germany","Free"
"11/06","Belgique","van Kerckhoven","in","Schalke 04",NA,"M'gladbach","Germany","Free"
"01/07","République tchèque","Milan Fukal","in","HSV",NA,"M'gladbach","Germany","350 k€"
"01/07","Allemagne","Marcell Jansen","in",NA,NA,"M'gladbach","Germany",""
"01/07","Allemagne","Darius Kampa","in","FC Nürnberg",NA,"M'gladbach","Germany","Free"
"01/07","Allemagne","Oliver Neuville","in","Bayer",NA,"M'gladbach","Germany","Free"
"01/07","Allemagne","Michael Oenning","in","Pfullendorf",NA,"M'gladbach","Germany","assistant manager"
"01/07","Allemagne","Horst Wohlers","in","Urawa","Japan","M'gladbach","Germany","youth coach"
"16/07","Serbie","Vladimir Ivic","in","Partizan","Serbia","M'gladbach","Germany","Free"
"23/08","République tchèque","Marek Heinz","in","Banik","Czech Republic","M'gladbach","Germany","1.8 M€"
"25/08","Allemagne","Thomas Strunz","in","Bayern",NA,"M'gladbach","Germany","assistant manager"
"27/10","Allemagne","Horst Köppel","in","Dortmund B",NA,"M'gladbach","Germany","manager"
"02/11","Pays-Bas","Dick Advocaat","in",NA,NA,"M'gladbach","Germany","manager"
"02/11","Pays-Bas","Pim Verbeek","in","Kyoto Sanga","Japan","M'gladbach","Germany","assistant manager"
"13/12","Allemagne","Jörg Böhme","in","Schalke 04",NA,"M'gladbach","Germany","Free"
"01/01","Belgique","Bernd Thijs","in","Trabzonspor","Turkey","M'gladbach","Germany","600 k€"
"06/01","Australie","Craig Moore","in","Rangers","Scotland","M'gladbach","Germany","Free"
"12/01","Belgique","Wesley Sonck","in","Ajax","Netherlands","M'gladbach","Germany","2.5 M€"
"15/01","Etats-Unis","Kasey Keller","in","Tottenham","England","M'gladbach","Germany","Free"
"20/01","Belgique","Filip Daems","in","Gençlerbirligi","Turkey","M'gladbach","Germany",""
"30/01","Brésil","Élber","in","Lyon","France","M'gladbach","Germany","Free"
"01/06","Serbie","Milan Obradovic","out","M'gladbach","Germany","Lok.Moscow","Russia","Return from loan"
"22/06","Nigeria","Pascal Ojigwe","out","M'gladbach","Germany","Munich 1860",NA,""
"01/07","Croatie","Sladjan Asanin","out","M'gladbach","Germany","Ahlen",NA,"Free"
"01/07","Allemagne","Marcel Ketelaer","out","M'gladbach","Germany","FC Nürnberg",NA,"Free"
"01/07","Allemagne","Marcel Podszus","out","M'gladbach","Germany","Düsseldorf",NA,""
"01/07","Allemagne","Claus Reitmaier","out","M'gladbach","Germany","RW Erfurt",NA,""
"01/07","Espagne","Rubén","out","M'gladbach","Germany","Albacete","Spain","Loan"
"01/07","Suisse","Jorg Stiel","out","M'gladbach","Germany",NA,NA,"Free"
"01/07","Allemagne","Arie van Lent","out","M'gladbach","Germany","E Francfort",NA,"Free"
"13/07","Finlande","Joonas Kolkka","out","M'gladbach","Germany","Crystal Palace","England","630 k€"
"27/10","Allemagne","Holger Fach","out","M'gladbach","Germany",NA,NA,"manager"
"22/12","Serbie","Vladimir Ivic","out","M'gladbach","Germany","AEK Athens","Greece","Free"
"31/12","Allemagne","Thomas Strunz","out","M'gladbach","Germany","Wolfsburg",NA,"assistant manager"
"01/01","Allemagne","Heiner Backhaus","out","M'gladbach","Germany","Bielefeld",NA,""
"01/01","Croatie","Tomislav Maric","out","M'gladbach","Germany","Wolfsburg",NA,""
"01/01","Allemagne","Jan Schlaudraff","out","M'gladbach","Germany","Aachen",NA,"Loan"
"08/01","Allemagne","Enrico Gaede","out","M'gladbach","Germany","RW Essen",NA,"Loan"
"21/01","Afrique du Sud","Bradley Carnell","out","M'gladbach","Germany","Karlsruhe",NA,"Free"
"02/02","Allemagne","Steffen Korell","out","M'gladbach","Germany",NA,NA,""
"18/04","Pays-Bas","Dick Advocaat","out","M'gladbach","Germany","UAE","United Arab Emirates","manager"
"18/04","Pays-Bas","Pim Verbeek","out","M'gladbach","Germany","UAE","United Arab Emirates","assistant manager"
"21/04","Allemagne","Hochstätter","out","M'gladbach","Germany",NA,NA,"Sporting Director"
"22/06","France","Régis Dorn","in","Renhe","China","Freiburg","Germany",""
"01/07","Allemagne","Dennis Aogo","in",NA,NA,"Freiburg","Germany",""
"01/07","Allemagne","Mario Wildmann","in",NA,NA,"Freiburg","Germany",""
"08/07","Burkina Faso","J.  Pitroipa","in","Paris FC","France","Freiburg","Germany",""
"26/07","Liban","Youssef Mohamed","in","Tripoli","Lebanon","Freiburg","Germany",""
"01/01","Géorgie","Khizaneishvili","in","Dinamo Moscow","Russia","Freiburg","Germany","800 k€"
"11/01","Pays-Bas","Samuel Koejoe","in","Innsbruck","Austria","Freiburg","Germany",""
"20/01","Autriche","Ibertsberger","in","Salzburg","Austria","Freiburg","Germany",""
"01/06","Albanie","Jurgen Gjasula","out","Freiburg","Germany","Kaiserslautern",NA,""
"16/06","Congo","R.-C. Guie-Mien","out","Freiburg","Germany","FC Köln",NA,"Free"
"01/07","Allemagne","Volker Hügel","out","Freiburg","Germany",NA,NA,""
"01/07","Allemagne","B.  Schwehr","out","Freiburg","Germany","Bahlinger",NA,""
"01/07","Allemagne","Andreas Zeyer","out","Freiburg","Germany",NA,NA,""
"31/01","Allemagne","Tobias Willi","out","Freiburg","Germany","Salzburg","Austria","Loan"
"01/06","Allemagne","S.  Kirschstein","in","RW Essen",NA,"Hamburger SV","Germany","Free"
"01/07","Slovénie","Miso Brecko","in","Smartno","Slovenia","Hamburger SV","Germany",""
"01/07","Allemagne","H.-J. Kreische","in",NA,NA,"Hamburger SV","Germany","scout"
"01/07","Allemagne","M.  Kucukovic","in","Lüneburg",NA,"Hamburger SV","Germany",""
"01/07","Allemagne","Benjamin Lauth","in","Munich 1860",NA,"Hamburger SV","Germany","4.1 M€"
"01/07","Belgique","Emile Mpenza","in","Standard","Belgium","Hamburger SV","Germany","2 M€"
"01/07","Allemagne","Andrew Pfennig","in","St. Pauli",NA,"Hamburger SV","Germany","manager"
"01/07","Belgique","D.  Van Buyten","in","Marseille","France","Hamburger SV","Germany","3.8 M€"
"30/08","Pays-Bas","K.  Boulahrouz","in","RKC Waalwijk","Netherlands","Hamburger SV","Germany",""
"30/08","Guinée-Bissau","Almani Moreira","in","Standard","Belgium","Hamburger SV","Germany","Loan"
"01/09","Brésil","Jean","in","Feyenoord","Netherlands","Hamburger SV","Germany","Loan"
"03/01","Allemagne","P.  Trochowski","in","Bayern B",NA,"Hamburger SV","Germany",""
"01/07","Argentine","Rodolfo Cardoso","out","Hamburger SV","Germany",NA,NA,""
"01/07","République tchèque","Milan Fukal","out","Hamburger SV","Germany","M'gladbach",NA,"350 k€"
"01/07","Allemagne","B.  Hollerbach","out","Hamburger SV","Germany",NA,NA,""
"01/07","Pays-Bas","Nico-Jan Hoogma","out","Hamburger SV","Germany","Heracles","Netherlands","Free"
"01/07","Allemagne","Marcel Maltritz","out","Hamburger SV","Germany","Bochum",NA,"Free"
"01/07","Allemagne","Tom Starke","out","Hamburger SV","Germany","Bayer B",NA,"Return from loan"
"01/07","Allemagne","C.  Streit","out","Hamburger SV","Germany","Lübeck",NA,""
"02/07","Allemagne","Alexander Meier","out","Hamburger SV","Germany","E Francfort",NA,""
"31/07","République tchèque","Tomas Ujfalusi","out","Hamburger SV","Germany","Fiorentina","Italy","7.5 M€"
"10/2004","Allemagne","Werner Melzer","out","Hamburger SV","Germany",NA,NA,"assistant manager"
"17/10","Allemagne","K.  Toppmöller","out","Hamburger SV","Germany",NA,NA,"manager"
"01/01","Allemagne","Christian Rahn","out","Hamburger SV","Germany","FC Köln",NA,""
"06/01","Allemagne","Stephan Kling","out","Hamburger SV","Germany","Sarrebruck",NA,"Free"
"07/01","Argentine","Bernardo Romeo","out","Hamburger SV","Germany","Mallorca","Spain","Loan"
"01/02","Bélarus","Vyacheslav Hleb","out","Hamburger SV","Germany","Grasshops","Switzerland","Loan"
"25/06","Brésil","Leandro","in","Young Boys","Switzerland","Hannover 96","Germany","450 k€"
"28/06","Autriche","Roman Wallner","in","Rapid","Austria","Hannover 96","Germany","430 k€"
"01/07","Suisse","T.  Barnetta","in","Bayer",NA,"Hannover 96","Germany","Loan"
"01/07","Australie","Frank Juric","in","Bayer",NA,"Hannover 96","Germany","Free"
"01/07","Suisse","Ilja Kaenzig","in","Bayer",NA,"Hannover 96","Germany","Chief Executive"
"01/07","Norvège","T.-K. Karlsen","in","Bayer",NA,"Hannover 96","Germany","scout"
"01/07","République tchèque","Jiri Kaufman","in","E. Cottbus",NA,"Hannover 96","Germany",""
"01/07","Allemagne","Jan Rosenthal","in",NA,NA,"Hannover 96","Germany",""
"01/07","République tchèque","Jiri Stajner","in","Sparta","Czech Republic","Hannover 96","Germany","Return from loan"
"01/07","Croatie","Danijel Stefulj","in","FC Nürnberg",NA,"Hannover 96","Germany","Return from loan"
"02/07","Allemagne","Robert Enke","in","Tenerife","Spain","Hannover 96","Germany","Free"
"06/07","Allemagne","Michael Tarnat","in","Man City","England","Hannover 96","Germany","Free"
"07/07","Portugal","Ricardo Sousa","in","Boavista","Portugal","Hannover 96","Germany","750 k€"
"01/01","Allemagne","Soren Halfar","in",NA,NA,"Hannover 96","Germany",""
"16/01","Serbie","Veljko Paunovic","in","Atlético","Spain","Hannover 96","Germany","Loan"
"18/06","Allemagne","Thomas Brdaric","out","Hannover 96","Germany","Wolfsburg",NA,"1 M€"
"28/06","Allemagne","Gerhard Tremmel","out","Hannover 96","Germany","Hertha",NA,""
"01/07","Portugal","Abel Xavier","out","Hannover 96","Germany",NA,NA,"Free"
"01/07","Espagne","Jaime","out","Hannover 96","Germany","Albacete","Spain","Free"
"01/07","Grèce","Konstantinidis","out","Hannover 96","Germany","FC Köln",NA,""
"01/07","Allemagne","Nils Pfingsten","out","Hannover 96","Germany","Wuppertal",NA,""
"01/07","Allemagne","Markus Schuler","out","Hannover 96","Germany","Bielefeld",NA,""
"01/07","Allemagne","Marc Ziegler","out","Hannover 96","Germany","Austria Vienna","Austria",""
"02/07","Serbie","Stanko Svitlica","out","Hannover 96","Germany","Ahlen",NA,""
"07/07","Brésil","Kléber","out","Hannover 96","Germany","FC Basel","Switzerland","800 k€"
"08/07","République tchèque","Jan Simak","out","Hannover 96","Germany","Sparta","Czech Republic","Free"
"01/01","Russie","Vladimir But","out","Hannover 96","Germany","Shinnik","Russia",""
"06/01","Etats-Unis","Clint Mathis","out","Hannover 96","Germany","Salt Lake","United States",""
"31/01","Portugal","Ricardo Sousa","out","Hannover 96","Germany","De Graafschap","Netherlands","Loan"
"01/02","Cameroun","M.  Idrissou","out","Hannover 96","Germany","Caen","France",""
"01/07","Allemagne","Axel Keller","in","Eintracht Trier",NA,"Hansa Rostock","Germany",""
"01/07","Allemagne","D.  Lapaczinski","in","Hertha",NA,"Hansa Rostock","Germany",""
"01/07","Danemark","David Rasmussen","in","Nordsjaelland","Denmark","Hansa Rostock","Germany",""
"01/07","Allemagne","Juri Schlunz","in",NA,NA,"Hansa Rostock","Germany","manager"
"01/07","Allemagne","Tim Sebastian","in",NA,NA,"Hansa Rostock","Germany",""
"27/08","Suède","Marcus Allbäck","in","Aston Villa","England","Hansa Rostock","Germany",""
"01/10","Allemagne","M.  Hartmann","in","Hertha",NA,"Hansa Rostock","Germany",""
"17/11","Allemagne","Jörg Berger","in","Aachen",NA,"Hansa Rostock","Germany","manager"
"27/01","Finlande","Jari Litmanen","in","Lahti","Finland","Hansa Rostock","Germany",""
"01/06","Allemagne","Daniel Klewer","out","Hansa Rostock","Germany","FC Nürnberg",NA,"Free"
"25/06","Autriche","G.  Plassnegger","out","Hansa Rostock","Germany","Grazer AK","Austria","500 k€"
"28/06","Allemagne","Martin Max","out","Hansa Rostock","Germany",NA,NA,""
"01/07","Allemagne","Jochen Kientz","out","Hansa Rostock","Germany",NA,NA,""
"01/07","République tchèque","Michal Kovar","out","Hansa Rostock","Germany","Sigma","Czech Republic",""
"01/07","Autriche","Gerd Wimmer","out","Hansa Rostock","Germany","RW Oberhausen",NA,"Free"
"14/11","Allemagne","Juri Schlunz","out","Hansa Rostock","Germany",NA,NA,"manager"
"01/01","Ghana","Godfried Aduobe","out","Hansa Rostock","Germany","Karlsruhe",NA,""
"01/02","Namibie","R.  Tjikuzu","out","Hansa Rostock","Germany","Duisburg",NA,""
"06/05","Allemagne","Falko Götz","in",NA,NA,"Hertha Berlin","Germany","manager"
"26/05","Allemagne","Dirk Greiser","in","Wattenscheid",NA,"Hertha Berlin","Germany","membre du directoire"
"09/06","Turquie","Y.  Bastürk","in","Bayer",NA,"Hertha Berlin","Germany","Free"
"28/06","Allemagne","Gerhard Tremmel","in","Hannover 96",NA,"Hertha Berlin","Germany",""
"01/07","Iran","Ashkan Dejagah","in","Teraktor Sazi","Iran","Hertha Berlin","Germany",""
"01/07","Allemagne","C.  Müller","in","Herford",NA,"Hertha Berlin","Germany",""
"01/07","Congo","C.  Samba","in","Sedan","France","Hertha Berlin","Germany","Free"
"01/07","Allemagne","Oliver Schroder","in","FC Köln",NA,"Hertha Berlin","Germany","Return from loan"
"01/07","Pologne","R.  Wojtowicz","in","Wolfsburg",NA,"Hertha Berlin","Germany","responsable recrutement"
"02/07","Brésil","Gilberto","in","São Caetano","Brazil","Hertha Berlin","Germany","1.5 M€"
"28/01","Turquie","Mansiz Ilhan","in","Vissel Kobe","Japan","Hertha Berlin","Germany","Free"
"01/07","Allemagne","Peter Bentin","out","Hertha Berlin","Germany",NA,NA,"physiotherapist"
"01/07","Pologne","Bartosz Karwan","out","Hertha Berlin","Germany","Legia","Poland",""
"01/07","Allemagne","D.  Lapaczinski","out","Hertha Berlin","Germany","Hansa",NA,""
"01/07","Bulgarie","A.  Mladenov","out","Hertha Berlin","Germany","Karlsruhe",NA,"Loan"
"01/07","Allemagne","Jens Todt","out","Hertha Berlin","Germany","HSV",NA,"responsable recrutement"
"02/07","Belgique","Bart Goor","out","Hertha Berlin","Germany","Feyenoord","Netherlands",""
"05/07","Hongrie","Gábor Király","out","Hertha Berlin","Germany","Crystal Palace","England","Free"
"01/10","Allemagne","M.  Hartmann","out","Hertha Berlin","Germany","Hansa",NA,""
"01/01","Portugal","Roberto Pinto","out","Hertha Berlin","Germany","Bielefeld",NA,"Free"
"23/05","Allemagne","C.  Nerlinger","in","Rangers","Scotland","Kaiserslautern","Germany","Free"
"01/06","Albanie","Jurgen Gjasula","in","Freiburg",NA,"Kaiserslautern","Germany",""
"01/06","Allemagne","Jochen Seitz","in","Schalke 04",NA,"Kaiserslautern","Germany","Free"
"01/06","Iran","Ferrydoon Zandi","in","Lübeck",NA,"Kaiserslautern","Germany","500 k€"
"02/06","Allemagne","Ingo Hertzsch","in","E Francfort",NA,"Kaiserslautern","Germany","Free"
"30/06","Grèce","I.  Amanatidis","in","E Francfort",NA,"Kaiserslautern","Germany",""
"01/07","Allemagne","Daniel Damm","in","Augsburg",NA,"Kaiserslautern","Germany",""
"01/07","Allemagne","M.  Engelhardt","in","Karlsruhe",NA,"Kaiserslautern","Germany","Free"
"01/07","Allemagne","Carsten Jancker","in","Udinese","Italy","Kaiserslautern","Germany","Free"
"01/07","Croatie","Mihael Mikic","in","Din. Zagreb","Croatia","Kaiserslautern","Germany","Free"
"01/07","Canada","Jaime Peters","in",NA,NA,"Kaiserslautern","Germany",""
"01/07","Allemagne","Selim Teber","in","Salzburg","Austria","Kaiserslautern","Germany","Return from loan"
"02/01","Autriche","Jürgen Macho","in","Rapid","Austria","Kaiserslautern","Germany","Free"
"17/01","Allemagne","Stefan Blank","in","Aachen",NA,"Kaiserslautern","Germany","500 k€"
"07/04","Allemagne","Olaf Marschall","in","Al Gharafa","Qatar","Kaiserslautern","Germany","assistant manager"
"01/06","République tchèque","V.  Lokvenc","out","Kaiserslautern","Germany","Bochum",NA,"Free"
"02/06","Brésil","Lincoln","out","Kaiserslautern","Germany","Schalke 04",NA,"600 k€"
"01/07","Allemagne","Danko Boskovic","out","Kaiserslautern","Germany","Wehen",NA,""
"01/07","Portugal","José Dominguez","out","Kaiserslautern","Germany","Al Ahli","Qatar",""
"01/07","Allemagne","Kristjan Glibo","out","Kaiserslautern","Germany","Regensburg",NA,""
"01/07","Allemagne","Miroslav Klose","out","Kaiserslautern","Germany","Werder",NA,"5 M€"
"01/07","Slovénie","A.  Knavs","out","Kaiserslautern","Germany","Bochum",NA,"Free"
"01/07","Danemark","M.  Schjönberg","out","Kaiserslautern","Germany","Herfolge","Denmark","youth coach"
"01/07","Belgique","Stijn Vreven","out","Kaiserslautern","Germany","Vitesse","Netherlands","Free"
"03/07","Bulgarie","Marian Hristov","out","Kaiserslautern","Germany","Wolfsburg",NA,""
"09/07","Croatie","Nenad Bjelica","out","Kaiserslautern","Germany","Admira","Austria",""
"01/12","Allemagne","Thomas Drescher","out","Kaiserslautern","Germany","Burghausen",NA,""
"01/01","Allemagne","Christian Timm","out","Kaiserslautern","Germany","Greuther Fürth",NA,""
"06/04","Autriche","Kurt Jara","out","Kaiserslautern","Germany",NA,NA,"manager"
"06/04","Autriche","M.  Linzmaier","out","Kaiserslautern","Germany","Salzburg","Austria","assistant manager"
"01/05","Finlande","Mika Nurmela","out","Kaiserslautern","Germany","Oulu","Finland",""
"01/06","Etats-Unis","Conor Casey","in","Karlsruhe",NA,"Mainz","Germany",""
"01/07","Allemagne","Nassim Banouas","in",NA,NA,"Mainz","Germany",""
"01/07","Allemagne","Marcus Dworrak","in","FC Köln",NA,"Mainz","Germany",""
"01/07","Serbie","R.  Jovanovic","in","Dresden",NA,"Mainz","Germany","Free"
"01/07","Allemagne","Stefan Markolf","in",NA,NA,"Mainz","Germany",""
"01/07","Macédoine du Nord","Nikolce Noveski","in","Aue",NA,"Mainz","Germany",""
"01/07","Allemagne","B.  Weigelt","in","RW Essen",NA,"Mainz","Germany","100 k€"
"19/07","Allemagne","M.  Friedrich","in","Werder B",NA,"Mainz","Germany",""
"06/01","Allemagne","Hanno Balitsch","in","Bayer",NA,"Mainz","Germany","500 k€"
"06/01","Allemagne","Michael Thurk","in","E. Cottbus",NA,"Mainz","Germany",""
"01/07","Slovénie","Spasoje Bulajic","out","Mainz","Germany","NK Mura","Slovenia",""
"01/07","Allemagne","Sandro Schwarz","out","Mainz","Germany","RW Essen",NA,""
"01/07","Italie","G.  Speranza","out","Mainz","Germany",NA,NA,""
