"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount"
"08/08","Angleterre","Scott Malone","out","Huddersfield","England","Derby County",NA,""
"09/08","Allemagne","Michael Hefele","out","Huddersfield","England","Nottingham",NA,"330 k€"
"01/01","Egypte","Ramadan Sobhy","out","Huddersfield","England","Al Ahly","Egypt","Loan"
"01/01","Pays-Bas","Van La Parra","out","Huddersfield","England","Middlesbrough",NA,"Loan"
"08/01","Allemagne","Collin Quaner","out","Huddersfield","England","Ipswich",NA,"Loan"
"14/01","Allemagne","C.  Bühler","out","Huddersfield","England",NA,NA,"assistant manager"
"14/01","Etats-Unis","David Wagner","out","Huddersfield","England",NA,NA,"manager"
"18/01","Allemagne","Olaf Rebbe","out","Huddersfield","England",NA,NA,"Sporting Director"
"21/01","Angleterre","Mark Hudson","out","Huddersfield","England",NA,NA,"manager"
"01/06","Pologne","B.  Kapustka","in","Freiburg","Germany","Leicester","England","Return from loan"
"08/06","Irlande du Nord","Jonny Evans","in","WBA",NA,"Leicester","England","4 M€"
"20/06","Angleterre","James Maddison","in","Norwich",NA,"Leicester","England","25 M€"
"30/06","France","Jacky Bonnevay","in",NA,NA,"Leicester","England","assistant manager"
"01/07","Pays de Galles","Andy King","in","Swansea","Wales","Leicester","England","Return from loan"
"01/07","France","Nampalys Mendy","in","Nice","France","Leicester","England","Return from loan"
"01/07","Portugal","Ricardo Pereira","in","FC Porto","Portugal","Leicester","England","22 M€"
"20/07","Pays de Galles","Daniel Ward","in","Liverpool",NA,"Leicester","England","11.2 M€"
"05/08","Algérie","Rachid Ghezzal","in","Monaco","France","Leicester","England","14 M€"
"09/08","Croatie","Filip Benkovic","in","Din. Zagreb","Croatia","Leicester","England","15 M€"
"09/08","Turquie","Caglar Soyuncu","in","Freiburg","Germany","Leicester","England","21 M€"
"11/01","Angleterre","Harvey Barnes","in","WBA",NA,"Leicester","England","Return from loan"
"31/01","Belgique","Youri Tielemans","in","Monaco","France","Leicester","England","Loan"
"27/02","Irlande du Nord","Brendan Rodgers","in","Celtic","Scotland","Leicester","England","manager"
"27/02","Côte d'Ivoire","Kolo Touré","in","Celtic","Scotland","Leicester","England","membre du staff"
"02/06","Angleterre","Ben Hamer","out","Leicester","England","Huddersfield",NA,""
"30/06","Angleterre","M.  Appleton","out","Leicester","England",NA,NA,"assistant manager"
"01/07","Angleterre","M.  Appleton","out","Leicester","England",NA,NA,"assistant manager"
"01/07","Autriche","A.  Dragovic","out","Leicester","England","Bayer","Germany","Return from loan"
"01/07","Allemagne","Robert Huth","out","Leicester","England",NA,NA,""
"10/07","Algérie","Riyad Mahrez","out","Leicester","England","Man City",NA,"70 M€"
"11/07","Algérie","Islam Slimani","out","Leicester","England","Fenerbahçe","Turkey","Loan"
"23/07","Angleterre","Chris Short","out","Leicester","England","Blackpool",NA,"fitness coach"
"24/07","Angleterre","Harvey Barnes","out","Leicester","England","WBA",NA,"Loan"
"01/08","France","Pascal Plancque","out","Leicester","England",NA,NA,"assistant manager"
"03/08","Nigeria","Ahmed Musa","out","Leicester","England","Al Nassr","Saudi Arabia","16 M€"
"10/08","Argentine","Leonardo Ulloa","out","Leicester","England","Pachuca","Mexico",""
"31/08","Croatie","Filip Benkovic","out","Leicester","England","Celtic","Scotland","Loan"
"31/08","Pologne","B.  Kapustka","out","Leicester","England","OH Louvain","Belgium","Loan"
"07/01","Espagne","Vicente Iborra","out","Leicester","England","Villarreal","Spain","10 M€"
"10/01","Mali","F.  Diabaté","out","Leicester","England","Sivasspor","Turkey","Loan"
"18/01","Tunisie","Y.  Benalouane","out","Leicester","England","Nottingham",NA,""
"31/01","Pays de Galles","Andy King","out","Leicester","England","Derby County",NA,"Loan"
"31/01","Portugal","Adrien Silva","out","Leicester","England","Monaco","France","Loan"
"24/02","France","Jacky Bonnevay","out","Leicester","England",NA,NA,"assistant manager"
"24/02","France","Claude Puel","out","Leicester","England",NA,NA,"manager"
"27/02","Angleterre","Mike Stowell","out","Leicester","England",NA,NA,"manager"
"14/03","Espagne","Eduardo Macia","out","Leicester","England",NA,NA,"responsable recrutement"
"12/06","Angleterre","Neil Redfearn","in","Doncaster",NA,"Liverpool","England","entraîneur équipe féminine"
"01/07","Colombie","Anderson Arroyo","in","Mallorca","Spain","Liverpool","England","Return from loan"
"01/07","Brésil","Fabinho","in","Monaco","France","Liverpool","England","50 M€"
"01/07","Serbie","Marko Grujic","in","Cardiff","Wales","Liverpool","England","Return from loan"
"01/07","Guinée","Naby Keïta","in","RB Leipzig","Germany","Liverpool","England","55 M€"
"01/07","Serbie","Lazar Markovic","in","Anderlecht","Belgium","Liverpool","England","Return from loan"
"01/07","Belgique","Divock Origi","in","Wolfsburg","Germany","Liverpool","England","Return from loan"
"01/07","Angleterre","D.  Sturridge","in","WBA",NA,"Liverpool","England","Return from loan"
"13/07","Suisse","Xherdan Shaqiri","in","Stoke City",NA,"Liverpool","England","14.7 M€"
"19/07","Brésil","Alisson Becker","in","AS Roma","Italy","Liverpool","England","75 M€"
"15/09","Angleterre","Chris Kirkland","in","Bury",NA,"Liverpool","England","entraîneur équipe féminine"
"15/12","Angleterre","Oviemuno Ejaria","in","Rangers","Scotland","Liverpool","England","Return from loan"
"07/06","Angleterre","Michael Beale","out","Liverpool","England","Rangers","Scotland","youth coach"
"08/06","Allemagne","Emre Can","out","Liverpool","England","Juventus","Italy","Free"
"08/06","Angleterre","Jon Flanagan","out","Liverpool","England","Rangers","Scotland","Free"
"02/07","Hongrie","Adam Bogdan","out","Liverpool","England","Hibernian","Scotland","Loan"
"20/07","Pays de Galles","Daniel Ward","out","Liverpool","England","Leicester",NA,"11.2 M€"
"25/07","Brésil","Allan","out","Liverpool","England","E Francfort","Germany","Loan"
"01/08","Pays de Galles","B.  Woodburn","out","Liverpool","England","Sheffield U",NA,"Loan"
"09/08","Angleterre","Danny Ings","out","Liverpool","England","Southampton",NA,"22.2 M€"
"17/08","Estonie","Ragnar Klavan","out","Liverpool","England","Cagliari","Italy","1.3 M€"
"19/08","Serbie","Marko Grujic","out","Liverpool","England","Hertha","Germany","Loan"
"24/08","Colombie","Anderson Arroyo","out","Liverpool","England","La Gantoise","Belgium","Loan"
"25/08","Allemagne","Loris Karius","out","Liverpool","England","Besiktas","Turkey","Loan"
"14/09","Angleterre","Neil Redfearn","out","Liverpool","England",NA,NA,"entraîneur équipe féminine"
"04/01","Angleterre","Nathaniel Clyne","out","Liverpool","England","Bournemouth",NA,"Loan"
"04/01","Angleterre","Dominic Solanke","out","Liverpool","England","Bournemouth",NA,"21.1 M€"
"07/01","Angleterre","Oviemuno Ejaria","out","Liverpool","England","Reading",NA,"Loan"
"21/01","Bosnie-Herzégovine","Zeljko Buvac","out","Liverpool","England",NA,NA,"assistant manager"
"01/02","Serbie","Lazar Markovic","out","Liverpool","England","Fulham",NA,""
"30/06","Belgique","Jason Denayer","in","Galatasaray","Turkey","Manchester City","England","Return from loan"
"01/07","Brésil","Douglas Luiz","in","Girona","Spain","Manchester City","England","Return from loan"
"01/07","France","E.  Mangala","in","Everton",NA,"Manchester City","England","Return from loan"
"10/07","Algérie","Riyad Mahrez","in","Leicester",NA,"Manchester City","England","70 M€"
"09/08","Australie","Daniel Arzani","in","City","Australia","Manchester City","England","300 k€"
"23/08","Kosovo","Arijanet Muric","in","NAC Breda","Netherlands","Manchester City","England","Return from loan"
"01/01","Colombie","Marlos Moreno","in","Flamengo","Brazil","Manchester City","England","Return from loan"
"31/01","Croatie","Ante Palaversa","in","Hajduk","Croatia","Manchester City","England","8.5 M€"
"11/06","Espagne","D.  Torrent","out","Manchester City","England","NYCFC","United States","assistant manager"
"15/06","Espagne","Angeliño","out","Manchester City","England","PSV","Netherlands","5 M€"
"01/07","Espagne","Pablo Maffeo","out","Manchester City","England","Stuttgart","Germany","10 M€"
"01/07","Espagne","Pablo Marí","out","Manchester City","England","Depor","Spain","Loan"
"01/07","Côte d'Ivoire","Yaya Touré","out","Manchester City","England",NA,NA,""
"05/07","Espagne","Rubén Sobrino","out","Manchester City","England","Alavés","Spain","2 M€"
"08/07","Etats-Unis","Palmer-Brown","out","Manchester City","England","NAC Breda","Netherlands","Loan"
"09/07","Espagne","Aleix Garcia","out","Manchester City","England","Girona","Spain","Loan"
"10/07","Angleterre","Angus Gunn","out","Manchester City","England","Southampton",NA,"11.3 M€"
"30/07","Angleterre","Jack Harrison","out","Manchester City","England","Leeds",NA,"Loan"
"03/08","Angleterre","T.  Adarabioyo","out","Manchester City","England","WBA",NA,"Loan"
"07/08","Angleterre","Joe Hart","out","Manchester City","England","Burnley",NA,"3.9 M€"
"17/08","Australie","Daniel Arzani","out","Manchester City","England","Celtic","Scotland","Loan"
"21/08","Belgique","Jason Denayer","out","Manchester City","England","Lyon","France","6.5 M€"
"31/08","Brésil","Douglas Luiz","out","Manchester City","England","Girona","Spain","Loan"
"06/01","Espagne","Brahim Diaz","out","Manchester City","England","Real Madrid","Spain","15 M€"
"26/01","Colombie","Marlos Moreno","out","Manchester City","England","Santos Laguna","Mexico","Loan"
"01/02","Croatie","Ante Palaversa","out","Manchester City","England","Hajduk","Croatia","Loan"
"06/06","Portugal","Diogo Dalot","in","FC Porto","Portugal","Man United","England","22 M€"
"21/06","Brésil","Fred","in","Shakhtar","Ukraine","Man United","England","59 M€"
"01/07","Brésil","Andreas Pereira","in","Valencia CF","Spain","Man United","England","Return from loan"
"03/07","Angleterre","Lee Grant","in","Stoke City",NA,"Man United","England",""
"19/12","Angleterre","Mike Phelan","in",NA,NA,"Man United","England","assistant manager"
"19/12","Norvège","Solskjaer","in","Molde","Norway","Man United","England","manager"
"29/12","Angleterre","Mark Dempsey","in",NA,NA,"Man United","England","assistant manager"
"10/01","Portugal","Joel Pereira","in","Vitória S.","Portugal","Man United","England","Return from loan"
"03/07","Angleterre","Sam Johnstone","out","Man United","England","WBA",NA,"7.4 M€"
"16/07","Pays-Bas","Daley Blind","out","Man United","England","Ajax","Netherlands","16 M€"
"01/08","Portugal","Joel Pereira","out","Man United","England","Vitória S.","Portugal","Loan"
"09/08","Pays-Bas","T.  Fosu-Mensah","out","Man United","England","Fulham",NA,"Loan"
"01/12","Portugal","Rui Faria","out","Man United","England","Al Duhail","Qatar","assistant manager"
"18/12","Portugal","Silvino Louro","out","Man United","England",NA,NA,"assistant manager"
"18/12","Portugal","José Mourinho","out","Man United","England",NA,NA,"manager"
"31/01","Portugal","Joel Pereira","out","Man United","England","Kortrijk","Belgium","Loan"
"01/02","Belgique","M.  Fellaini","out","Man United","England","Shandong","China",""
"14/05","Angleterre","Freddie Woodman","in","Aberdeen","Scotland","Newcastle United","England","Return from loan"
"29/06","Corée du Sud","Sung-yueng Ki","in",NA,NA,"Newcastle United","England",""
"01/07","Angleterre","Rolando Aarons","in","Hellas Verona","Italy","Newcastle United","England","Return from loan"
"01/07","Sénégal","Henri Saivet","in","Sivasspor","Turkey","Newcastle United","England","Return from loan"
"26/07","Suisse","Fabian Schär","in","Depor","Spain","Newcastle United","England","4 M€"
"02/08","Japon","Yoshinori Muto","in","Mainz","Germany","Newcastle United","England","10.7 M€"
"06/08","Venezuela","S.  Rondón","in","WBA",NA,"Newcastle United","England","Loan"
"09/08","Argentine","F.  Fernández","in","Swansea","Wales","Newcastle United","England","6.7 M€"
"31/01","Paraguay","Miguel Almirón","in","Atlanta Utd","United States","Newcastle United","England","24 M€"
"31/01","Italie","Antonio Barreca","in","Monaco","France","Newcastle United","England","Loan"
"08/06","Espagne","Jesús Gámez","out","Newcastle United","England",NA,NA,""
"01/07","Australie","Curtis Good","out","Newcastle United","England",NA,NA,""
"01/07","Mali","M.  Haïdara","out","Newcastle United","England","Lens","France","Free"
"01/07","Algérie","Islam Slimani","out","Newcastle United","England","Leicester",NA,"Return from loan"
"12/07","Espagne","Mikel Merino","out","Newcastle United","England","R. Sociedad","Spain","12 M€"
"20/07","Angleterre","Jack Colback","out","Newcastle United","England","Nottingham",NA,"Loan"
"23/07","RD Congo","Chancel Mbemba","out","Newcastle United","England","FC Porto","Portugal","9 M€"
"26/07","Belgique","Matz Sels","out","Newcastle United","England","Strasbourg","France","4 M€"
"30/07","Serbie","A.  Mitrovic","out","Newcastle United","England","Fulham",NA,"20.2 M€"
"06/08","Angleterre","Dwight Gayle","out","Newcastle United","England","WBA",NA,"Loan"
"09/08","Angleterre","Ivan Toney","out","Newcastle United","England","Peterborough",NA,"720 k€"
"25/08","Sénégal","Henri Saivet","out","Newcastle United","England","Bursaspor","Turkey","Loan"
"07/09","Angleterre","Rolando Aarons","out","Newcastle United","England","Slovan","Czech Republic","Loan"
"12/11","Angleterre","Steve Stone","out","Newcastle United","England","Burnley B",NA,"membre du staff"
"30/01","Angleterre","Jacob Murphy","out","Newcastle United","England","WBA",NA,"Loan"
"31/05","Angleterre","Harrison Reed","in","Norwich",NA,"Southampton","England","Return from loan"
"31/05","Angleterre","Matt Targett","in","Fulham",NA,"Southampton","England","Return from loan"
"26/06","Ecosse","S.  Armstrong","in","Celtic","Scotland","Southampton","England","8 M€"
"29/06","Norvège","M.  Elyounoussi","in","FC Basel","Switzerland","Southampton","England","18 M€"
"01/07","Angleterre","Sam Gallagher","in","Birmingham",NA,"Southampton","England","Return from loan"
"01/07","Angleterre","Harry Lewis","in","Dundee U","Scotland","Southampton","England","Return from loan"
"10/07","Angleterre","Angus Gunn","in","Man City",NA,"Southampton","England","11.3 M€"
"13/07","Danemark","J.  Vestergaard","in","M'gladbach","Germany","Southampton","England","20 M€"
"09/08","Angleterre","Danny Ings","in","Liverpool",NA,"Southampton","England","22.2 M€"
"06/12","Autriche","R.  Hasenhüttl","in",NA,NA,"Southampton","England","manager"
"13/12","Allemagne","Danny Röhl","in",NA,NA,"Southampton","England","assistant manager"
"01/02","Angleterre","Alfie Jones","in","St. Mirren","Scotland","Southampton","England","Return from loan"
"25/04","Angleterre","Harrison Reed","in","Blackburn",NA,"Southampton","England","Return from loan"
"27/06","Serbie","Dusan Tadic","out","Southampton","England","Ajax","Netherlands","11.4 M€"
"01/07","France","Jérémy Pied","out","Southampton","England",NA,NA,""
"01/07","Angleterre","Stuart Taylor","out","Southampton","England",NA,NA,""
"08/07","Argentine","Guido Carrillo","out","Southampton","England","Leganés","Spain","Loan"
"20/07","Maroc","Sofiane Boufal","out","Southampton","England","Celta Vigo","Spain","Loan"
"25/07","Pays-Bas","Jordy Clasie","out","Southampton","England","Feyenoord","Netherlands","Loan"
"27/08","Angleterre","Harrison Reed","out","Southampton","England","Blackburn",NA,"Loan"
"30/08","Angleterre","Sam McQueen","out","Southampton","England","Middlesbrough",NA,"Loan"
"08/11","Angleterre","Les Reed","out","Southampton","England",NA,NA,"Chief Executive"
"03/12","Pays de Galles","Mark Bowen","out","Southampton","England",NA,NA,"assistant manager"
"03/12","Pays de Galles","Mark Hughes","out","Southampton","England",NA,NA,"manager"
"03/12","Pays de Galles","E.  Niedzwiecki","out","Southampton","England",NA,NA,"assistant manager"
"07/01","Irlande du Nord","Steven Davis","out","Southampton","England","Rangers","Scotland",""
"11/01","Italie","M.  Gabbiadini","out","Southampton","England","Sampdoria","Italy","14 M€"
"22/01","Pays-Bas","Wesley Hoedt","out","Southampton","England","Celta Vigo","Spain","Loan"
"26/01","Portugal","Cédric Soares","out","Southampton","England","Inter Milan","Italy","Loan"
"31/05","Angleterre","Joshua Onomah","in","Aston Villa",NA,"Tottenham","England","Return from loan"
"30/06","Pays-Bas","Vincent Janssen","in","Fenerbahçe","Turkey","Tottenham","England","Return from loan"
"01/07","Etats-Unis","Carter-Vickers","in","Ipswich",NA,"Tottenham","England","Return from loan"
